gid,x,y,z,yaw,velocity,change_flag,event_flag
54,26.326,-35.3022,1.7608,0.0,1.3888888888888888,0,4
221,80.2537,18.2764,-0.9916,0.0,1.3888888888888888,0,4
349,112.7437,-29.2935,4.0875,0.0,1.3888888888888888,0,4
505,78.2475,-90.5481716666666,11.1193216666667,0.0,0.2777777777777778,0,4
593,32.6416,-90.2890666666667,7.3291,0.0,0.5555555555555556,0,4
625,24.0457,-78.212,5.9322,0.0,1.3888888888888888,0,4
