gid,x,y,z,yaw,velocity,change_flag,event_flag
38,26.1969,-30.4766,-0.2835,0.0,1.3888888888888888,0,4
129,84.8346,18.0757,-0.5586,0.0,1.3888888888888888,0,4
201,112.8156,-34.2011,4.7207,0.0,1.3888888888888888,0,4
293,64.8984,-90.5395,10.9743,0.0,0.2777777777777778,0,4
321,34.7316,-90.5967,7.8168,0.0,0.2777777777777778,0,4
341,23.311,-77.725,4.304,0.0,1.3888888888888888,0,4
286,72.2806,-90.7057,11.1232,0.0,0.2777777777777778,0,4
282,76.7132,-90.8551,11.3256,0.0,0.8333333333333334,0,4
